"TOA5","77558","CR1000","77558","CR1000.Std.32.03","CPU:Radiation albedo stand CR1000.CR1","36301","Table207"
"TIMESTAMP","RECORD","GLOB_fix_Avg","SW_fix_Avg","LWout_fix_Avg","T_CG4in_Avg(1)","T_CH1_Avg","GLOB_fix_Max","SW_fix_Max","LWout_fix_Max","GLOB_fix_Min","SW_fix_Min","LWout_fix_Min","GLOB_fix_Std","SW_fix_Std","LWout_fix_Std","T_Logger"
"TS","RN","","","","","","","","","","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Max","Max","Max","Min","Min","Min","Std","Std","Std","Smp"
"2019-03-26 01:12:00",209571,-0.007,-0.013,-0.157,"NAN","NAN",-0.007,-0.013,-0.154,-0.007,-0.017,-0.161,0,0.001,0.002,0
"2019-03-26 01:13:00",209572,-0.007,-0.016,-0.157,"NAN","NAN",-0.007,-0.013,-0.154,-0.007,-0.017,-0.161,0,0.001,0.001,0
"2019-03-26 01:14:00",209573,-0.007,-0.017,-0.156,"NAN","NAN",-0.007,-0.017,-0.154,-0.007,-0.017,-0.161,0,0,0.002,0
"2019-03-26 01:15:00",209574,-0.007,-0.017,-0.156,"NAN","NAN",-0.007,-0.017,-0.154,-0.007,-0.017,-0.161,0,0,0.003,0
"2019-03-26 01:16:00",209575,-0.007,-0.017,-0.154,"NAN","NAN",-0.007,-0.017,-0.154,-0.007,-0.017,-0.154,0,0,0,0
"2019-03-26 01:17:00",209576,-0.007,-0.017,-0.155,"NAN","NAN",-0.007,-0.017,-0.154,-0.007,-0.017,-0.157,0,0,0.001,0
"2019-03-26 01:18:00",209577,-0.007,-0.017,-0.152,"NAN","NAN",-0.007,-0.017,-0.147,-0.007,-0.017,-0.154,0,0,0.002,0
"2019-03-26 01:19:00",209578,-0.007,-0.017,-0.153,"NAN","NAN",-0.007,-0.017,-0.151,-0.007,-0.017,-0.154,0,0,0.001,0
"2019-03-26 01:20:00",209579,-0.007,-0.017,-0.154,"NAN","NAN",-0.007,-0.017,-0.154,-0.007,-0.017,-0.157,0,0,0.001,0
"2019-03-26 01:21:00",209580,-0.007,-0.017,-0.155,"NAN","NAN",-0.007,-0.017,-0.154,-0.007,-0.017,-0.157,0,0,0.002,0
"2019-03-26 01:22:00",209581,-0.007,-0.017,-0.16,"NAN","NAN",-0.007,-0.017,-0.154,-0.007,-0.017,-0.161,0,0,0.002,0
"2019-03-26 01:23:00",209582,-0.007,-0.017,-0.16,"NAN","NAN",-0.007,-0.017,-0.157,-0.007,-0.017,-0.161,0,0,0.001,0
"2019-03-26 01:24:00",209583,-0.007,-0.017,-0.164,"NAN","NAN",-0.007,-0.017,-0.161,-0.007,-0.017,-0.167,0,0,0.002,0
"2019-03-26 01:25:00",209584,-0.007,-0.017,-0.169,"NAN","NAN",-0.007,-0.017,-0.167,-0.007,-0.017,-0.174,0,0,0.003,0
"2019-03-26 01:26:00",209585,-0.007,-0.016,-0.174,"NAN","NAN",-0.007,-0.013,-0.171,-0.007,-0.017,-0.177,0,0.001,0.001,0
"2019-03-26 01:27:00",209586,-0.007,-0.016,-0.176,"NAN","NAN",-0.007,-0.013,-0.174,-0.007,-0.017,-0.181,0,0.002,0.002,0
"2019-03-26 01:28:00",209587,-0.007,-0.016,-0.18,"NAN","NAN",-0.007,-0.013,-0.174,-0.007,-0.017,-0.181,0,0.001,0.002,0
"2019-03-26 01:29:00",209588,-0.007,-0.014,-0.185,"NAN","NAN",-0.007,-0.013,-0.181,-0.007,-0.017,-0.187,0,0.001,0.002,0
"2019-03-26 01:30:00",209589,-0.007,-0.013,-0.187,"NAN","NAN",-0.007,-0.013,-0.187,-0.007,-0.013,-0.187,0,0,0,0
"2019-03-26 01:31:00",209590,-0.007,-0.013,-0.189,"NAN","NAN",-0.007,-0.013,-0.187,-0.007,-0.017,-0.191,0,0.001,0.002,0
"2019-03-26 01:32:00",209591,-0.008,-0.014,-0.193,"NAN","NAN",-0.007,-0.013,-0.191,-0.01,-0.017,-0.194,0.002,0.001,0.002,0
"2019-03-26 01:33:00",209592,-0.009,-0.014,-0.194,"NAN","NAN",-0.007,-0.013,-0.191,-0.01,-0.017,-0.194,0.001,0.001,0.001,0
"2019-03-26 01:34:00",209593,-0.011,-0.016,-0.194,"NAN","NAN",-0.01,-0.013,-0.191,-0.013,-0.017,-0.194,0.002,0.002,0.001,0
"2019-03-26 01:35:00",209594,-0.013,-0.017,-0.193,"NAN","NAN",-0.01,-0.013,-0.191,-0.013,-0.017,-0.194,0.001,0.001,0.002,0
"2019-03-26 01:36:00",209595,-0.013,-0.017,-0.192,"NAN","NAN",-0.013,-0.017,-0.187,-0.013,-0.017,-0.194,0,0,0.002,0
"2019-03-26 01:37:00",209596,-0.013,-0.017,-0.191,"NAN","NAN",-0.013,-0.017,-0.187,-0.013,-0.017,-0.194,0,0,0.002,0
"2019-03-26 01:38:00",209597,-0.013,-0.017,-0.193,"NAN","NAN",-0.013,-0.017,-0.187,-0.013,-0.017,-0.194,0,0,0.002,0
"2019-03-26 01:39:00",209598,-0.013,-0.017,-0.187,"NAN","NAN",-0.013,-0.017,-0.187,-0.013,-0.017,-0.187,0,0,0,0
"2019-03-26 01:40:00",209599,-0.013,-0.017,-0.188,"NAN","NAN",-0.013,-0.017,-0.187,-0.013,-0.017,-0.191,0,0,0.001,0
"2019-03-26 01:41:00",209600,-0.013,-0.017,-0.188,"NAN","NAN",-0.013,-0.017,-0.187,-0.013,-0.017,-0.191,0,0,0.001,0
"2019-03-26 01:42:00",209601,-0.013,-0.017,-0.183,"NAN","NAN",-0.013,-0.017,-0.181,-0.013,-0.017,-0.187,0,0,0.003,0
"2019-03-26 01:43:00",209602,-0.013,-0.017,-0.178,"NAN","NAN",-0.013,-0.017,-0.174,-0.013,-0.017,-0.181,0,0,0.003,0
"2019-03-26 01:44:00",209603,-0.013,-0.017,-0.179,"NAN","NAN",-0.01,-0.017,-0.174,-0.013,-0.017,-0.181,0.001,0,0.002,0
"2019-03-26 01:45:00",209604,-0.012,-0.017,-0.179,"NAN","NAN",-0.007,-0.017,-0.174,-0.013,-0.017,-0.181,0.002,0,0.002,0
"2019-03-26 01:46:00",209605,-0.01,-0.017,-0.181,"NAN","NAN",-0.007,-0.017,-0.181,-0.01,-0.017,-0.181,0.001,0,0,0
"2019-03-26 01:47:00",209606,-0.008,-0.017,-0.181,"NAN","NAN",-0.007,-0.017,-0.181,-0.01,-0.017,-0.181,0.002,0,0,0
"2019-03-26 01:48:00",209607,-0.008,-0.016,-0.179,"NAN","NAN",-0.007,-0.013,-0.177,-0.01,-0.017,-0.181,0.002,0.001,0.002,0
"2019-03-26 01:49:00",209608,-0.007,-0.015,-0.176,"NAN","NAN",-0.007,-0.013,-0.174,-0.01,-0.017,-0.181,0.001,0.002,0.002,0
"2019-03-26 01:50:00",209609,-0.007,-0.013,-0.174,"NAN","NAN",-0.007,-0.013,-0.174,-0.01,-0.013,-0.174,0.001,0,0,0
"2019-03-26 01:51:00",209610,-0.007,-0.013,-0.174,"NAN","NAN",-0.007,-0.013,-0.174,-0.007,-0.013,-0.177,0,0,0.001,0
"2019-03-26 01:52:00",209611,-0.007,-0.013,-0.173,"NAN","NAN",-0.007,-0.01,-0.171,-0.007,-0.013,-0.174,0,0.001,0.002,0
"2019-03-26 01:53:00",209612,-0.007,-0.01,-0.168,"NAN","NAN",-0.007,-0.01,-0.167,-0.007,-0.01,-0.171,0,0,0.001,0
"2019-03-26 01:54:00",209613,-0.007,-0.01,-0.168,"NAN","NAN",-0.007,-0.01,-0.167,-0.007,-0.01,-0.171,0,0,0.001,0
"2019-03-26 01:55:00",209614,-0.007,-0.01,-0.167,"NAN","NAN",-0.007,-0.01,-0.167,-0.007,-0.01,-0.167,0,0,0,0
"2019-03-26 01:56:00",209615,-0.007,-0.01,-0.161,"NAN","NAN",-0.007,-0.01,-0.161,-0.007,-0.01,-0.167,0,0,0.001,0
"2019-03-26 01:57:00",209616,-0.007,-0.01,-0.158,"NAN","NAN",-0.007,-0.01,-0.154,-0.007,-0.01,-0.161,0,0,0.002,0
"2019-03-26 01:58:00",209617,-0.007,-0.01,-0.15,"NAN","NAN",-0.007,-0.01,-0.14,-0.007,-0.01,-0.154,0,0,0.004,0
"2019-03-26 01:59:00",209618,-0.007,-0.01,-0.137,"NAN","NAN",-0.007,-0.01,-0.13,-0.007,-0.01,-0.14,0,0,0.004,0
"2019-03-26 02:00:00",209619,-0.007,-0.01,-0.127,"NAN","NAN",-0.007,-0.01,-0.127,-0.007,-0.01,-0.13,0,0,0.001,0
"2019-03-26 02:01:00",209620,-0.007,-0.009,-0.122,"NAN","NAN",-0.007,-0.007,-0.12,-0.007,-0.01,-0.127,0,0.001,0.002,0
"2019-03-26 02:02:00",209621,-0.007,-0.007,-0.121,"NAN","NAN",-0.007,-0.007,-0.12,-0.007,-0.01,-0.124,0,0.001,0.001,0
"2019-03-26 02:03:00",209622,-0.007,-0.007,-0.12,"NAN","NAN",-0.007,-0.007,-0.117,-0.007,-0.01,-0.12,0,0.001,0.001,0
"2019-03-26 02:04:00",209623,-0.007,-0.007,-0.12,"NAN","NAN",-0.007,-0.007,-0.117,-0.007,-0.01,-0.12,0,0.001,0.001,0
"2019-03-26 02:05:00",209624,-0.007,-0.009,-0.117,"NAN","NAN",-0.007,-0.007,-0.114,-0.007,-0.01,-0.12,0,0.002,0.002,0
"2019-03-26 02:06:00",209625,-0.007,-0.01,-0.121,"NAN","NAN",-0.007,-0.007,-0.117,-0.007,-0.01,-0.124,0,0.001,0.001,0
"2019-03-26 02:07:00",209626,-0.007,-0.01,-0.126,"NAN","NAN",-0.007,-0.01,-0.124,-0.007,-0.01,-0.13,0,0,0.002,0
"2019-03-26 02:08:00",209627,-0.007,-0.01,-0.133,"NAN","NAN",-0.007,-0.01,-0.13,-0.007,-0.01,-0.134,0,0,0.001,0
"2019-03-26 02:09:00",209628,-0.007,-0.01,-0.134,"NAN","NAN",-0.007,-0.01,-0.134,-0.007,-0.01,-0.134,0,0,0,0
"2019-03-26 02:10:00",209629,-0.007,-0.011,-0.133,"NAN","NAN",-0.007,-0.01,-0.13,-0.007,-0.013,-0.134,0,0.002,0.002,0
"2019-03-26 02:11:00",209630,-0.007,-0.012,-0.13,"NAN","NAN",-0.007,-0.01,-0.127,-0.007,-0.013,-0.134,0,0.002,0.003,0
"2019-03-26 02:12:00",209631,-0.007,-0.01,-0.131,"NAN","NAN",-0.007,-0.01,-0.127,-0.007,-0.013,-0.134,0,0.001,0.003,0
"2019-03-26 02:13:00",209632,-0.007,-0.01,-0.139,"NAN","NAN",-0.007,-0.01,-0.134,-0.007,-0.01,-0.14,0,0,0.003,0
"2019-03-26 02:14:00",209633,-0.007,-0.01,-0.146,"NAN","NAN",-0.007,-0.01,-0.144,-0.007,-0.01,-0.147,0,0,0.001,0
"2019-03-26 02:15:00",209634,-0.007,-0.011,-0.152,"NAN","NAN",-0.007,-0.01,-0.147,-0.007,-0.013,-0.154,0,0.001,0.002,0
"2019-03-26 02:16:00",209635,-0.007,-0.012,-0.154,"NAN","NAN",-0.007,-0.01,-0.154,-0.007,-0.013,-0.154,0,0.002,0,0
"2019-03-26 02:17:00",209636,-0.007,-0.012,-0.154,"NAN","NAN",-0.007,-0.01,-0.154,-0.007,-0.013,-0.154,0,0.002,0,0
"2019-03-26 02:18:00",209637,-0.007,-0.012,-0.154,"NAN","NAN",-0.007,-0.01,-0.154,-0.007,-0.013,-0.157,0,0.002,0.001,0
"2019-03-26 02:19:00",209638,-0.007,-0.01,-0.156,"NAN","NAN",-0.007,-0.01,-0.154,-0.007,-0.013,-0.161,0,0.001,0.003,0
"2019-03-26 02:20:00",209639,-0.007,-0.01,-0.161,"NAN","NAN",-0.007,-0.01,-0.161,-0.007,-0.01,-0.161,0,0,0,0
"2019-03-26 02:21:00",209640,-0.007,-0.01,-0.16,"NAN","NAN",-0.007,-0.01,-0.157,-0.007,-0.01,-0.161,0,0,0.001,0
"2019-03-26 02:22:00",209641,-0.007,-0.01,-0.161,"NAN","NAN",-0.007,-0.01,-0.161,-0.007,-0.01,-0.161,0,0,0,0
"2019-03-26 02:23:00",209642,-0.007,-0.01,-0.161,"NAN","NAN",-0.007,-0.01,-0.161,-0.007,-0.01,-0.161,0,0,0,0
"2019-03-26 02:24:00",209643,-0.007,-0.01,-0.16,"NAN","NAN",-0.007,-0.01,-0.157,-0.007,-0.01,-0.161,0,0,0.001,0
"2019-03-26 02:25:00",209644,-0.007,-0.01,-0.161,"NAN","NAN",-0.007,-0.01,-0.161,-0.007,-0.01,-0.161,0,0,0,0
"2019-03-26 02:26:00",209645,-0.007,-0.01,-0.161,"NAN","NAN",-0.007,-0.007,-0.161,-0.007,-0.01,-0.161,0,0.001,0,0
"2019-03-26 02:27:00",209646,-0.007,-0.007,-0.16,"NAN","NAN",-0.007,-0.007,-0.157,-0.007,-0.01,-0.161,0,0.001,0.001,0
"2019-03-26 02:28:00",209647,-0.007,-0.007,-0.161,"NAN","NAN",-0.007,-0.007,-0.161,-0.007,-0.007,-0.161,0,0,0,0
"2019-03-26 02:29:00",209648,-0.007,-0.007,-0.161,"NAN","NAN",-0.007,-0.007,-0.161,-0.007,-0.007,-0.161,0,0,0,0
"2019-03-26 02:30:00",209649,-0.007,-0.007,-0.162,"NAN","NAN",-0.007,-0.007,-0.161,-0.007,-0.007,-0.167,0,0,0.002,0
"2019-03-26 02:31:00",209650,-0.007,-0.007,-0.164,"NAN","NAN",-0.007,-0.007,-0.161,-0.007,-0.007,-0.167,0,0,0.002,0
"2019-03-26 02:32:00",209651,-0.007,-0.007,-0.161,"NAN","NAN",-0.007,-0.007,-0.161,-0.007,-0.007,-0.161,0,0,0,0
"2019-03-26 02:33:00",209652,-0.007,-0.005,-0.166,"NAN","NAN",-0.007,-0.003,-0.161,-0.007,-0.007,-0.167,0,0.002,0.002,0
"2019-03-26 02:34:00",209653,-0.007,-0.004,-0.17,"NAN","NAN",-0.007,-0.003,-0.167,-0.007,-0.007,-0.174,0,0.001,0.003,0
"2019-03-26 02:35:00",209654,-0.007,-0.003,-0.175,"NAN","NAN",-0.007,-0.003,-0.174,-0.007,-0.003,-0.181,0,0,0.002,0
"2019-03-26 02:36:00",209655,-0.007,-0.003,-0.181,"NAN","NAN",-0.007,-0.003,-0.181,-0.007,-0.003,-0.181,0,0,0,0
"2019-03-26 02:37:00",209656,-0.007,-0.003,-0.181,"NAN","NAN",-0.007,-0.003,-0.181,-0.007,-0.003,-0.184,0,0,0.001,0
"2019-03-26 02:38:00",209657,-0.007,-0.003,-0.183,"NAN","NAN",-0.007,-0.003,-0.181,-0.007,-0.003,-0.187,0,0,0.002,0
"2019-03-26 02:39:00",209658,-0.007,-0.003,-0.187,"NAN","NAN",-0.007,-0.003,-0.184,-0.007,-0.003,-0.187,0,0,0.001,0
"2019-03-26 02:40:00",209659,-0.007,-0.003,-0.187,"NAN","NAN",-0.007,-0.003,-0.187,-0.007,-0.003,-0.187,0,0,0,0
"2019-03-26 02:41:00",209660,-0.007,-0.003,-0.187,"NAN","NAN",-0.007,-0.003,-0.187,-0.007,-0.003,-0.187,0,0,0,0
"2019-03-26 02:42:00",209661,-0.007,-0.003,-0.184,"NAN","NAN",-0.007,-0.003,-0.181,-0.007,-0.003,-0.187,0,0,0.002,0
"2019-03-26 02:43:00",209662,-0.007,-0.003,-0.181,"NAN","NAN",-0.007,-0.003,-0.181,-0.007,-0.003,-0.181,0,0,0,0
"2019-03-26 02:44:00",209663,-0.007,-0.003,-0.175,"NAN","NAN",-0.007,-0.003,-0.174,-0.007,-0.003,-0.181,0,0,0.002,0
"2019-03-26 02:45:00",209664,-0.007,-0.003,-0.169,"NAN","NAN",-0.007,-0.003,-0.167,-0.007,-0.003,-0.174,0,0,0.003,0
"2019-03-26 02:46:00",209665,-0.007,-0.003,-0.164,"NAN","NAN",-0.007,-0.003,-0.161,-0.007,-0.003,-0.167,0,0,0.003,0
"2019-03-26 02:47:00",209666,-0.007,-0.003,-0.155,"NAN","NAN",-0.007,-0.003,-0.154,-0.007,-0.003,-0.161,0,0,0.003,0
"2019-03-26 02:48:00",209667,-0.007,-0.003,-0.154,"NAN","NAN",-0.007,0,-0.154,-0.007,-0.003,-0.154,0,0.001,0,0
"2019-03-26 02:49:00",209668,-0.007,-0.001,-0.158,"NAN","NAN",-0.007,0,-0.154,-0.007,-0.003,-0.161,0,0.002,0.002,0
"2019-03-26 02:50:00",209669,-0.007,-0.003,-0.157,"NAN","NAN",-0.007,0,-0.154,-0.007,-0.003,-0.161,0,0.001,0.002,0
"2019-03-26 02:51:00",209670,-0.007,-0.003,-0.16,"NAN","NAN",-0.007,0,-0.157,-0.007,-0.003,-0.161,0,0.001,0.001,0
"2019-03-26 02:52:00",209671,-0.007,-0.003,-0.164,"NAN","NAN",-0.007,-0.003,-0.161,-0.007,-0.003,-0.167,0,0,0.003,0
"2019-03-26 02:53:00",209672,-0.007,-0.003,-0.167,"NAN","NAN",-0.007,-0.003,-0.167,-0.007,-0.003,-0.171,0,0,0.001,0
"2019-03-26 02:54:00",209673,-0.007,-0.003,-0.174,"NAN","NAN",-0.007,-0.003,-0.171,-0.007,-0.003,-0.174,0,0,0.001,0
"2019-03-26 02:55:00",209674,-0.007,-0.003,-0.171,"NAN","NAN",-0.007,-0.003,-0.167,-0.007,-0.003,-0.174,0,0,0.003,0
"2019-03-26 02:56:00",209675,-0.007,-0.003,-0.163,"NAN","NAN",-0.007,-0.003,-0.161,-0.007,-0.003,-0.167,0,0,0.003,0
"2019-03-26 02:57:00",209676,-0.007,-0.003,-0.157,"NAN","NAN",-0.007,-0.003,-0.154,-0.007,-0.003,-0.161,0,0,0.003,0
"2019-03-26 02:58:00",209677,-0.007,-0.001,-0.159,"NAN","NAN",-0.007,0,-0.154,-0.007,-0.003,-0.161,0,0.001,0.002,0
"2019-03-26 02:59:00",209678,-0.007,0,-0.157,"NAN","NAN",-0.007,0,-0.154,-0.007,0,-0.161,0,0,0.003,0
"2019-03-26 03:00:00",209679,-0.007,0,-0.149,"NAN","NAN",-0.007,0,-0.147,-0.007,0,-0.154,0,0,0.003,0
"2019-03-26 03:01:00",209680,-0.007,0.001,-0.144,"NAN","NAN",-0.007,0.003,-0.14,-0.007,0,-0.147,0,0.002,0.002,0
"2019-03-26 03:02:00",209681,-0.007,0.003,-0.141,"NAN","NAN",-0.007,0.003,-0.14,-0.007,0.003,-0.144,0,0,0.001,0
"2019-03-26 03:03:00",209682,-0.007,0.003,-0.14,"NAN","NAN",-0.007,0.003,-0.14,-0.007,0.003,-0.14,0,0,0,0
"2019-03-26 03:04:00",209683,-0.007,0.003,-0.14,"NAN","NAN",-0.007,0.003,-0.14,-0.007,0.003,-0.14,0,0,0,0
"2019-03-26 03:05:00",209684,-0.007,0.003,-0.136,"NAN","NAN",-0.003,0.003,-0.134,-0.007,0.003,-0.14,0.001,0,0.003,0
"2019-03-26 03:06:00",209685,-0.006,0.003,-0.134,"NAN","NAN",-0.003,0.003,-0.134,-0.007,0.003,-0.134,0.002,0,0,0
"2019-03-26 03:07:00",209686,-0.004,0.003,-0.132,"NAN","NAN",-0.003,0.003,-0.127,-0.007,0.003,-0.134,0.001,0,0.002,0
"2019-03-26 03:08:00",209687,-0.002,0.003,-0.127,"NAN","NAN",0,0.003,-0.124,-0.007,0,-0.127,0.002,0.001,0.001,0
"2019-03-26 03:09:00",209688,0,0.003,-0.12,"NAN","NAN",0,0.003,-0.117,0,0,-0.124,0,0.001,0.002,0
"2019-03-26 03:10:00",209689,0,0.003,-0.116,"NAN","NAN",0,0.003,-0.114,0,0.003,-0.12,0,0,0.002,0
"2019-03-26 03:11:00",209690,0,0.003,-0.115,"NAN","NAN",0,0.003,-0.114,0,0.003,-0.12,0,0,0.002,0
"2019-03-26 03:12:00",209691,0,0.003,-0.11,"NAN","NAN",0,0.003,-0.107,0,0.003,-0.114,0,0,0.002,0
"2019-03-26 03:13:00",209692,0,0.003,-0.114,"NAN","NAN",0,0.003,-0.11,0,0.003,-0.114,0,0,0.001,0
"2019-03-26 03:14:00",209693,0,0.003,-0.12,"NAN","NAN",0,0.003,-0.114,0,0.003,-0.124,0,0,0.003,0
"2019-03-26 03:15:00",209694,0,0.003,-0.127,"NAN","NAN",0,0.003,-0.124,0,0.003,-0.127,0,0,0.001,0
"2019-03-26 03:16:00",209695,0,0.003,-0.133,"NAN","NAN",0,0.003,-0.127,0,0,-0.134,0,0.001,0.002,0
"2019-03-26 03:17:00",209696,0,0.002,-0.139,"NAN","NAN",0,0.003,-0.134,0,0,-0.14,0,0.002,0.002,0
"2019-03-26 03:18:00",209697,0,0,-0.139,"NAN","NAN",0,0,-0.134,0,0,-0.14,0,0,0.002,0
"2019-03-26 03:19:00",209698,0,0,-0.138,"NAN","NAN",0,0,-0.134,0,0,-0.14,0,0,0.003,0
"2019-03-26 03:20:00",209699,0,0,-0.143,"NAN","NAN",0,0,-0.14,0,0,-0.147,0,0,0.003,0
"2019-03-26 03:21:00",209700,0,0,-0.15,"NAN","NAN",0,0,-0.147,0,0,-0.154,0,0,0.003,0
"2019-03-26 03:22:00",209701,0,-0.001,-0.16,"NAN","NAN",0,0,-0.154,0,-0.003,-0.167,0,0.001,0.005,0
"2019-03-26 03:23:00",209702,0,-0.003,-0.168,"NAN","NAN",0,-0.003,-0.167,0,-0.003,-0.171,0,0,0.002,0
"2019-03-26 03:24:00",209703,0,-0.003,-0.175,"NAN","NAN",0,-0.003,-0.171,0,-0.003,-0.181,0,0,0.003,0
"2019-03-26 03:25:00",209704,0,-0.003,-0.181,"NAN","NAN",0,-0.003,-0.181,-0.003,-0.003,-0.181,0.001,0,0,0
"2019-03-26 03:26:00",209705,-0.004,-0.004,-0.187,"NAN","NAN",0,-0.003,-0.184,-0.007,-0.007,-0.187,0.002,0.001,0.001,0
"2019-03-26 03:27:00",209706,-0.006,-0.006,-0.19,"NAN","NAN",-0.003,-0.003,-0.187,-0.007,-0.007,-0.194,0.001,0.001,0.003,0
"2019-03-26 03:28:00",209707,-0.007,-0.007,-0.196,"NAN","NAN",-0.007,-0.007,-0.194,-0.007,-0.007,-0.201,0,0,0.003,0
"2019-03-26 03:29:00",209708,-0.007,-0.007,-0.201,"NAN","NAN",-0.007,-0.007,-0.201,-0.007,-0.007,-0.204,0,0,0.001,0
"2019-03-26 03:30:00",209709,-0.007,-0.007,-0.202,"NAN","NAN",-0.007,-0.007,-0.201,-0.007,-0.007,-0.204,0,0,0.002,0
"2019-03-26 03:31:00",209710,-0.007,-0.007,-0.206,"NAN","NAN",-0.007,-0.007,-0.201,-0.007,-0.007,-0.207,0,0,0.002,0
"2019-03-26 03:32:00",209711,-0.007,-0.007,-0.207,"NAN","NAN",-0.007,-0.007,-0.207,-0.007,-0.007,-0.207,0,0,0,0
"2019-03-26 03:33:00",209712,-0.007,-0.007,-0.209,"NAN","NAN",-0.007,-0.007,-0.207,-0.007,-0.007,-0.211,0,0,0.002,0
"2019-03-26 03:34:00",209713,-0.007,-0.007,-0.213,"NAN","NAN",-0.007,-0.007,-0.211,-0.007,-0.007,-0.214,0,0,0.002,0
"2019-03-26 03:35:00",209714,-0.007,-0.007,-0.214,"NAN","NAN",-0.007,-0.007,-0.214,-0.007,-0.007,-0.214,0,0,0,0
"2019-03-26 03:36:00",209715,-0.007,-0.007,-0.214,"NAN","NAN",-0.007,-0.007,-0.214,-0.01,-0.007,-0.214,0.001,0,0,0
"2019-03-26 03:37:00",209716,-0.008,-0.007,-0.214,"NAN","NAN",-0.007,-0.007,-0.214,-0.01,-0.007,-0.214,0.001,0,0,0
"2019-03-26 03:38:00",209717,-0.009,-0.007,-0.214,"NAN","NAN",-0.007,-0.007,-0.214,-0.01,-0.007,-0.214,0.001,0,0,0
"2019-03-26 03:39:00",209718,-0.01,-0.007,-0.214,"NAN","NAN",-0.01,-0.007,-0.211,-0.013,-0.007,-0.214,0.001,0,0.001,0
"2019-03-26 03:40:00",209719,-0.01,-0.007,-0.214,"NAN","NAN",-0.007,-0.007,-0.211,-0.01,-0.007,-0.214,0.001,0,0.001,0
"2019-03-26 03:41:00",209720,-0.01,-0.007,-0.211,"NAN","NAN",-0.01,-0.007,-0.207,-0.013,-0.007,-0.214,0.001,0,0.003,0
"2019-03-26 03:42:00",209721,-0.01,-0.007,-0.207,"NAN","NAN",-0.007,-0.007,-0.204,-0.01,-0.007,-0.207,0.001,0,0.001,0
"2019-03-26 03:43:00",209722,-0.009,-0.007,-0.207,"NAN","NAN",-0.007,-0.007,-0.207,-0.01,-0.01,-0.207,0.001,0.001,0,0
"2019-03-26 03:44:00",209723,-0.008,-0.007,-0.207,"NAN","NAN",-0.007,-0.007,-0.207,-0.01,-0.01,-0.211,0.002,0.001,0.001,0
"2019-03-26 03:45:00",209724,-0.007,-0.007,-0.209,"NAN","NAN",-0.007,-0.007,-0.207,-0.007,-0.01,-0.211,0,0.001,0.002,0
"2019-03-26 03:46:00",209725,-0.007,-0.007,-0.209,"NAN","NAN",-0.007,-0.007,-0.207,-0.007,-0.01,-0.211,0,0.001,0.002,0
"2019-03-26 03:47:00",209726,-0.007,-0.009,-0.209,"NAN","NAN",-0.007,-0.007,-0.207,-0.007,-0.01,-0.214,0,0.002,0.002,0
"2019-03-26 03:48:00",209727,-0.007,-0.009,-0.212,"NAN","NAN",-0.007,-0.007,-0.211,-0.007,-0.01,-0.214,0,0.001,0.002,0
"2019-03-26 03:49:00",209728,-0.007,-0.009,-0.214,"NAN","NAN",-0.007,-0.007,-0.214,-0.007,-0.01,-0.214,0,0.002,0,0
"2019-03-26 03:50:00",209729,-0.007,-0.01,-0.214,"NAN","NAN",-0.007,-0.007,-0.214,-0.007,-0.01,-0.214,0,0.001,0,0
"2019-03-26 03:51:00",209730,-0.007,-0.01,-0.213,"NAN","NAN",-0.007,-0.01,-0.211,-0.01,-0.01,-0.214,0.001,0,0.001,0
"2019-03-26 03:52:00",209731,-0.007,-0.01,-0.209,"NAN","NAN",-0.007,-0.01,-0.207,-0.007,-0.01,-0.211,0,0,0.002,0
"2019-03-26 03:53:00",209732,-0.007,-0.01,-0.207,"NAN","NAN",-0.007,-0.01,-0.204,-0.007,-0.01,-0.207,0,0,0.001,0
"2019-03-26 03:54:00",209733,-0.007,-0.01,-0.203,"NAN","NAN",-0.007,-0.01,-0.201,-0.01,-0.01,-0.207,0.001,0,0.003,0
"2019-03-26 03:55:00",209734,-0.007,-0.01,-0.201,"NAN","NAN",-0.007,-0.01,-0.201,-0.007,-0.01,-0.204,0,0,0.001,0
"2019-03-26 03:56:00",209735,-0.007,-0.01,-0.201,"NAN","NAN",-0.007,-0.01,-0.201,-0.007,-0.01,-0.201,0,0,0,0
"2019-03-26 03:57:00",209736,-0.007,-0.01,-0.198,"NAN","NAN",-0.007,-0.01,-0.194,-0.007,-0.01,-0.201,0,0,0.002,0
"2019-03-26 03:58:00",209737,-0.007,-0.01,-0.201,"NAN","NAN",-0.007,-0.01,-0.201,-0.007,-0.01,-0.201,0,0,0,0
"2019-03-26 03:59:00",209738,-0.007,-0.01,-0.203,"NAN","NAN",-0.007,-0.01,-0.201,-0.007,-0.01,-0.207,0,0,0.003,0
"2019-03-26 04:00:00",209739,-0.007,-0.01,-0.205,"NAN","NAN",-0.007,-0.01,-0.201,-0.01,-0.01,-0.207,0.001,0,0.002,0
"2019-03-26 04:01:00",209740,-0.009,-0.01,-0.207,"NAN","NAN",-0.007,-0.01,-0.207,-0.013,-0.01,-0.207,0.002,0,0,0
"2019-03-26 04:02:00",209741,-0.01,-0.01,-0.207,"NAN","NAN",-0.007,-0.01,-0.207,-0.013,-0.01,-0.207,0.002,0,0,0
