,LHF,SHF
2019-07-31 04:30:00,-4.6808026971350944,2.125028310680792
2019-07-31 05:00:00,0.3395299537236036,3.050191402720662
2019-07-31 05:30:00,0.22339960140178494,2.089106461771179
2019-07-31 06:00:00,1.6831455369460815,1.4797323671595017
2019-07-31 06:30:00,2.354023469086817,3.4502675188634946
2019-07-31 07:00:00,2.873240591190757,6.06134751246198
2019-07-31 07:30:00,-0.5431776067203578,4.8379013866580145
2019-07-31 08:00:00,1.1881772477840742,4.30215824409747
2019-07-31 08:30:00,2.2238489228101193,7.1339556744044135
2019-07-31 09:00:00,3.150393050019532,5.226290597787161
2019-07-31 09:30:00,-1.5012583542344369,0.7338292876837746
2019-07-31 10:00:00,-5.12852957853175,-3.6805161760405007
2019-07-31 10:30:00,-1.7109801756233702,-3.9267475079877836
2019-07-31 11:00:00,-5.7100512724483785,-7.227927260431867
2019-07-31 11:30:00,-4.850695432533363,-2.898050738823389
2019-07-31 12:00:00,-6.47994178645527,-4.383856936795677
2019-07-31 12:30:00,-8.394075091105194,-5.894154497573263
2019-07-31 13:00:00,-12.064990186357965,-4.897195621118191
2019-07-31 13:30:00,-12.128316594909382,-3.681824457970697
2019-07-31 14:00:00,-12.366659289299449,-3.326384942440755
2019-07-31 14:30:00,-18.183457624563328,-1.771597908446668
2019-07-31 15:00:00,-13.087035141865371,-1.5418033348574425
2019-07-31 15:30:00,-13.357864571523335,-1.0294199300021645
2019-07-31 16:00:00,-10.7324860440713,-0.9029899959897872
2019-07-31 16:30:00,-12.798898279812844,-1.0977021450276425
2019-07-31 17:00:00,-8.923643518461219,-1.7916315405238774
2019-07-31 17:30:00,-6.2291555705494766,-0.8722281226335313
2019-07-31 18:00:00,-6.8136369418328675,-0.20870725352147068
2019-07-31 18:30:00,-5.287379996169308,0.38725335410605544
2019-07-31 19:00:00,-3.3173490728582786,1.1132324443522206
2019-07-31 19:30:00,-0.14202580240534549,3.685087578016573
2019-07-31 20:00:00,0.610987523209874,2.795526565337905
2019-07-31 20:30:00,0.8687357014113244,1.639683323980066
2019-07-31 21:00:00,1.5179384807229748,2.5971588513237323
2019-07-31 21:30:00,1.483564679221299,3.11194580551144
2019-07-31 22:00:00,1.9529146808593425,3.2637082675148856
2019-07-31 22:30:00,-0.7802614743973411,1.2378723450415086
2019-07-31 23:00:00,-0.012609784417352618,-2.5402872564632197
2019-07-31 23:30:00,0.2678112556999175,0.6808818919088914
