,LHF,SHF
2019-07-29 00:00:00,1.576141434635831,1.4156977043669654
2019-07-29 00:15:00,1.0403886854993665,1.3767676812091807
2019-07-29 00:30:00,0.507055422763595,1.7019377948941345
2019-07-29 00:45:00,2.386546951449738,5.23160646899945
2019-07-29 01:00:00,2.763907728065756,3.347974378524338
2019-07-29 01:15:00,2.1198751381177074,1.9123131607015682
2019-07-29 01:30:00,0.7276685962581646,1.6087615025241029
2019-07-29 01:45:00,1.1353805692255088,2.100889721585712
2019-07-29 02:00:00,1.203455758707325,0.11778632467374345
2019-07-29 02:15:00,2.9870221006849267,7.716022892962715
2019-07-29 02:30:00,4.878833425630804,12.289839888218973
2019-07-29 02:45:00,4.268614229040683,6.570478695853117
2019-07-29 03:00:00,1.0164865365876052,-4.8696498305978615
2019-07-29 03:15:00,1.4262851234600713,-4.617779702687251
2019-07-29 03:30:00,1.6384553077826407,-0.9061142653565583
2019-07-29 03:45:00,1.5618901626994848,-0.1944551172264999
2019-07-29 04:00:00,0.13584080899597348,-3.186139990312428
2019-07-29 04:15:00,-1.6110259061113155,-8.544047370769883
2019-07-29 04:30:00,1.5332585493611213,-6.555951354353653
2019-07-29 04:45:00,1.096946933891354,-8.160207348772872
2019-07-29 05:00:00,1.9227936103935765,-8.80654198170177
2019-07-29 05:15:00,-8.208103572297269,-11.55842057060547
2019-07-29 05:30:00,,-16.585475735727343
2019-07-29 05:45:00,-13.366600586734416,-15.8183887583502
2019-07-29 06:00:00,1.2933966251269937,-16.573661514331825
2019-07-29 06:15:00,1.5945714087232297,-13.742091941170486
2019-07-29 06:30:00,-3.0674875206740544,-14.343997948047752
2019-07-29 06:45:00,-1.1360917396312962,-15.088046659225173
2019-07-29 07:00:00,-0.04490120122521014,-11.311371373453422
2019-07-29 07:15:00,0.12462531632757115,-12.704469369496682
2019-07-29 07:30:00,-0.7065070337366686,-9.471326157741478
2019-07-29 07:45:00,-0.4432525948058839,-5.736921544376844
2019-07-29 08:00:00,1.0399631384183536,2.9535962359629333
2019-07-29 08:15:00,-0.8025238780743967,2.498089230164932
2019-07-29 08:30:00,-2.2912065607712284,0.950929926025532
2019-07-29 08:45:00,-2.02072372529938,0.016748520947540556
2019-07-29 09:00:00,-1.108447937108704,-1.0809657772119292
2019-07-29 09:15:00,-1.0690656025212268,-0.8342470952132217
2019-07-29 09:30:00,-1.682800706727762,0.5351896959641119
2019-07-29 09:45:00,-1.872235976688139,0.6967006113130186
2019-07-29 10:00:00,-5.012368856879329,-0.644054819343718
2019-07-29 10:15:00,-3.3520965466116444,0.739989530218696
2019-07-29 10:30:00,-4.33936441472684,-1.7991947899868352
2019-07-29 10:45:00,-1.9875909019076676,2.870152537277978
2019-07-29 11:00:00,-1.1835539540104356,6.061577363075321
2019-07-29 11:15:00,-2.5351820260022597,5.030164549526595
2019-07-29 11:30:00,-4.143501693957454,1.4279524143562035
2019-07-29 11:45:00,-3.28911624991654,-0.02915375532276379
2019-07-29 12:00:00,-5.260294270335564,-0.04512775010047108
2019-07-29 12:15:00,-5.039128540438541,0.8157207035810855
2019-07-29 12:30:00,-4.718595627825941,0.07746416134215442
2019-07-29 12:45:00,-5.652496494830768,-1.204267648811257
2019-07-29 13:00:00,-9.043192598002245,-1.6879711514934033
2019-07-29 13:15:00,-6.946739543605827,2.3438088182232724
2019-07-29 13:30:00,-6.991955663870396,1.4850723279075464
2019-07-29 13:45:00,-5.292526966575104,3.582896771173629
2019-07-29 14:00:00,-5.570057356806506,4.846677522839883
2019-07-29 14:15:00,-7.310318986103117,1.1399879899124354
2019-07-29 14:30:00,-9.022197392845175,-2.002983985173623
2019-07-29 14:45:00,-9.340443703077867,-0.5244913999977824
2019-07-29 15:00:00,-7.855063200144733,-2.070613224530921
2019-07-29 15:15:00,-9.169206683396691,-3.9530804213731208
2019-07-29 15:30:00,-13.650656650990976,-4.365458810930398
2019-07-29 15:45:00,-11.794531537383246,-6.601321288021994
2019-07-29 16:00:00,-10.972128222317236,-4.341097263431154
2019-07-29 16:15:00,-10.177181426285415,-3.4931282640238175
2019-07-29 16:30:00,-7.63943340015802,0.9361411356456693
2019-07-29 16:45:00,-8.137853292475175,1.0255020147406562
2019-07-29 17:00:00,-6.471271764222397,0.1594387269641999
2019-07-29 17:15:00,-7.891335129390408,-1.8628282079861773
2019-07-29 17:30:00,,-2.3669438294360803
2019-07-29 17:45:00,8.548708868512534,0.5278741439023125
2019-07-29 18:00:00,,-0.29743537729991354
2019-07-29 18:15:00,-12.248075760588115,1.2448970402588668
2019-07-29 18:30:00,,
2019-07-29 18:45:00,,
2019-07-29 19:00:00,,
2019-07-29 19:15:00,,
2019-07-29 19:30:00,,
2019-07-29 19:45:00,,
2019-07-29 20:00:00,,
2019-07-29 20:15:00,,
2019-07-29 20:30:00,,-0.9976750669607832
2019-07-29 20:45:00,-2.7777626267122857,0.2856146537820964
2019-07-29 21:00:00,-4.187416355471943,2.3406329169495472
2019-07-29 21:15:00,-2.986727828448889,2.4379957787316973
2019-07-29 21:30:00,0.1682526489777701,4.914102016936623
2019-07-29 21:45:00,-0.1252775814457635,2.3415274173452163
2019-07-29 22:00:00,-0.0881726830337369,4.396802261765182
2019-07-29 22:15:00,-1.0047783372239396,3.4804759901830247
2019-07-29 22:30:00,-1.4451962658465392,3.690048673780076
2019-07-29 22:45:00,-0.3551566073672273,4.525253088874653
2019-07-29 23:00:00,0.5147270262266698,1.366709036381231
2019-07-29 23:15:00,-0.32268782357198944,2.022591728974424
2019-07-29 23:30:00,-0.4535341836781924,3.0165385570452945
2019-07-29 23:45:00,-0.8252812542885238,3.460682669067875
2019-07-30 00:00:00,-0.6878505052508079,5.830268306440692
2019-07-30 00:15:00,-2.7355765372257306,7.9772426360203905
2019-07-30 00:30:00,-1.4598650846767542,5.546858336434068
2019-07-30 00:45:00,1.3807580201008385,4.396222006422247
2019-07-30 01:00:00,0.23262922324989807,3.3960322020198044
2019-07-30 01:15:00,-0.031622464368760275,4.351857731866778
2019-07-30 01:30:00,-0.020137260870719414,4.041962793560773
2019-07-30 01:45:00,0.023411419617493504,6.555238533364187
2019-07-30 02:00:00,-1.538005512161986,6.484185737926074
2019-07-30 02:15:00,0.34082082665073704,7.99235444415528
2019-07-30 02:30:00,-0.14238579718422245,5.18672737144411
2019-07-30 02:45:00,0.41982101634973745,3.5854726628633
2019-07-30 03:00:00,0.4155053830210272,4.428248650086658
2019-07-30 03:15:00,-1.151323758388681,7.358575150370968
2019-07-30 03:30:00,-1.1744238316499778,8.720967069509316
2019-07-30 03:45:00,0.12180546396015425,5.157913096691173
2019-07-30 04:00:00,-0.6991413469443104,11.282456057511219
2019-07-30 04:15:00,0.4006904402539542,10.322670632215068
2019-07-30 04:30:00,-0.745000624333341,8.33446444957276
2019-07-30 04:45:00,0.0343104770670621,7.350422016515622
2019-07-30 05:00:00,-1.1852900453065527,6.5090554632406095
