,LHF,SHF
2019-07-30 05:15:00,-0.35314141837929414,7.333003525396301
2019-07-30 05:30:00,-0.3885066496114229,8.313841595437449
2019-07-30 05:45:00,1.827810427889877,9.479284812110096
2019-07-30 06:00:00,0.9211636523336227,9.045766706056861
2019-07-30 06:15:00,2.5926334949229988,10.29537982975821
2019-07-30 06:30:00,4.603522538430368,11.824008865230894
2019-07-30 06:45:00,3.690370667353352,11.611210105870382
2019-07-30 07:00:00,4.245679181276141,6.4180487529310986
2019-07-30 07:15:00,2.193508349187691,3.0757863423227967
2019-07-30 07:30:00,0.7164731933906339,1.605405984994045
2019-07-30 07:45:00,-0.25214868614554115,0.6882438117647596
2019-07-30 08:00:00,-0.17571309833402216,0.5961300418543295
2019-07-30 08:15:00,-0.5677355745169737,0.3913141388783988
2019-07-30 08:30:00,-0.3141732587171353,2.136636826058045
2019-07-30 08:45:00,-0.6549938571692221,2.0920356242922846
2019-07-30 09:00:00,-2.0645684966009252,0.9717861982183773
2019-07-30 09:15:00,-1.473836676393756,0.5662368280862146
2019-07-30 09:30:00,-1.9596775484314042,-0.3148217286511293
2019-07-30 09:45:00,-2.0681456732977566,-1.0818370650583928
2019-07-30 10:00:00,-2.7970469644218285,-1.276380060552371
2019-07-30 10:15:00,-1.8042407782229706,-1.3582460192051709
2019-07-30 10:30:00,-2.7850044157470575,-1.4206225139392663
2019-07-30 10:45:00,-2.3950155601246763,-2.5119982816205124
2019-07-30 11:00:00,-2.0923980222292853,-1.1977355698084458
2019-07-30 11:15:00,-4.041107407032884,-2.8316347344737602
2019-07-30 11:30:00,-3.5491293756767877,0.06051712048909918
2019-07-30 11:45:00,-4.675204286912125,-2.376288197579861
2019-07-30 12:00:00,-6.869992685322089,-3.159550662232184
2019-07-30 12:15:00,-7.220121417111314,-2.9809049895196766
2019-07-30 12:30:00,-8.655267326362562,-2.903796932834383
2019-07-30 12:45:00,-7.727362554817523,-2.1441536614630357
2019-07-30 13:00:00,-8.71354835245078,0.7651607624715994
2019-07-30 13:15:00,-3.582230833104555,5.1344821371899085
2019-07-30 13:30:00,-2.698246251053603,2.601845932205605
2019-07-30 13:45:00,-8.33168646075821,-1.1301081197667304
2019-07-30 14:00:00,-6.327044362066552,-1.7695623972215933
2019-07-30 14:15:00,-7.8164996003929135,-2.6997345466964036
2019-07-30 14:30:00,-6.0095269857592095,-2.7407608260063205
2019-07-30 14:45:00,-6.456688302693132,-2.688940579551094
2019-07-30 15:00:00,-8.342688001989163,-1.1701924596199929
2019-07-30 15:15:00,-8.228513768012931,-0.7550406871064034
2019-07-30 15:30:00,-6.5037084358079635,-1.6218083771465062
2019-07-30 15:45:00,-6.049733405393195,-0.04344449127617386
2019-07-30 16:00:00,-6.5556638576186534,-0.25199778327320416
2019-07-30 16:15:00,-4.9738031657258155,-1.0871546416775073
2019-07-30 16:30:00,-4.539390671857742,-0.9026984425270453
2019-07-30 16:45:00,-3.780746897139005,-0.2303709641464316
2019-07-30 17:00:00,-3.0836251144607973,-0.1019024991697953
2019-07-30 17:15:00,-0.2854427248157403,-0.5797983856493073
2019-07-30 17:30:00,-1.46466010772446,-0.7814224636420876
2019-07-30 17:45:00,-2.4494753811667858,-0.5845441340968653
2019-07-30 18:00:00,-3.3182708079619885,0.06638578414771827
2019-07-30 18:15:00,-4.870852521537154,-0.32328498605207706
2019-07-30 18:30:00,-3.8478053470898765,-0.43252857882155427
2019-07-30 18:45:00,-5.332329580504127,0.20229019651145727
2019-07-30 19:00:00,-5.7595630593694445,-0.47519110093562433
2019-07-30 19:15:00,-3.705216661847856,-0.5553046819004582
2019-07-30 19:30:00,-4.695531239863516,1.9926703393702538
2019-07-30 19:45:00,-3.316967283475018,0.11892744945021812
2019-07-30 20:00:00,-3.1710947325629757,-1.063385493942058
2019-07-30 20:15:00,-3.298532206690408,-1.1809922842235214
2019-07-30 20:30:00,-2.2781834063890454,-1.4109662378463501
2019-07-30 20:45:00,-1.716625736842913,-1.4531884117004485
2019-07-30 21:00:00,-2.8804960590883018,-2.0580516243337064
2019-07-30 21:15:00,-1.6153596264152104,1.1984744101491838
2019-07-30 21:30:00,-2.154288178427558,1.604143744210422
2019-07-30 21:45:00,0.7408677072212224,4.977433961667017
2019-07-30 22:00:00,-3.8531888852430054,7.4657383475661865
2019-07-30 22:15:00,-0.7661412998221351,7.374505594932383
2019-07-30 22:30:00,2.6092791130208197,9.52709032048744
2019-07-30 22:45:00,4.4960093145466224,11.665999340955302
2019-07-30 23:00:00,4.8555580986536695,11.51855127655483
2019-07-30 23:15:00,5.6527834918492985,12.39147505502146
2019-07-30 23:30:00,7.380028092114877,14.132415834715232
2019-07-30 23:45:00,6.443502673837954,13.001023625078775
2019-07-31 00:00:00,6.4388976476497115,13.177089714735875
2019-07-31 00:15:00,3.798163495209947,8.013797304859187
2019-07-31 00:30:00,1.6595030781415718,6.455898212819772
2019-07-31 00:45:00,3.3032179529537586,6.488591097749344
2019-07-31 01:00:00,2.282299147767481,2.702148527513928
2019-07-31 01:15:00,,0.8076332204887204
2019-07-31 01:30:00,1.2044664920715977,0.9703118870740984
2019-07-31 01:45:00,,0.9783257755012433
2019-07-31 02:00:00,,-0.4706875645382135
2019-07-31 02:15:00,,-2.4720132728354196
2019-07-31 02:30:00,1.710437484879841,-0.7552187735330022
2019-07-31 02:45:00,-0.06554123347301492,2.0195664251141485
2019-07-31 03:00:00,0.26697307869870873,0.5694214138356657
2019-07-31 03:15:00,1.6815383268378616,1.6501742723315056
2019-07-31 03:30:00,0.5020654804301226,0.5033793712620621
2019-07-31 03:45:00,2.511726570172459,1.864022104594805
2019-07-31 04:00:00,0.3870980155042002,2.908691298746593
2019-07-31 04:15:00,-0.03343488806817384,2.808343940856192
2019-07-31 04:30:00,-1.371078719799037,1.9128332313166865
2019-07-31 04:45:00,0.21810646544924622,2.4180315985299794
2019-07-31 05:00:00,0.13581004734426447,3.435429402465906
2019-07-31 05:15:00,0.6174580645071858,2.6409553994491453
2019-07-31 05:30:00,0.2475829413245233,2.2397230704028903
2019-07-31 05:45:00,-0.04588578894304402,1.9419091955710492
2019-07-31 06:00:00,0.4402867041494148,1.5040396922057744
2019-07-31 06:15:00,2.222455814155903,1.5690983298235568
2019-07-31 06:30:00,1.5052628419562961,3.4841748115951585
2019-07-31 06:45:00,2.466147397015196,3.624999066253573
2019-07-31 07:00:00,2.9247788811655795,5.183091241315047
2019-07-31 07:15:00,1.0043306748489749,5.812538519532266
2019-07-31 07:30:00,1.2351944184376507,5.207435525873812
2019-07-31 07:45:00,-0.4454291772922576,4.739229964260499
2019-07-31 08:00:00,0.9725284612022237,5.425207708803726
2019-07-31 08:15:00,1.2393940436781499,3.937452552282105
2019-07-31 08:30:00,2.1776821230213974,7.499380800441134
2019-07-31 08:45:00,3.140163740358396,6.978613802389118
2019-07-31 09:00:00,0.7973563957158857,4.060901536988619
2019-07-31 09:15:00,2.6437823661691335,7.179878858692933
2019-07-31 09:30:00,0.5554625454979121,4.212571710987634
2019-07-31 09:45:00,-2.438984759357893,-3.011680048191753
2019-07-31 10:00:00,-5.053973365445829,-3.4532133965252583
2019-07-31 10:15:00,-2.360698337254976,-3.4747750443290757
2019-07-31 10:30:00,-1.1215853884478202,-2.2592816716253097
2019-07-31 10:45:00,-1.7304941811597125,-5.797857494753511
2019-07-31 11:00:00,-5.1427411885674665,-6.604959718743685
2019-07-31 11:15:00,-6.969851840008168,-8.760161095999726
2019-07-31 11:30:00,-4.568895144131613,-3.255884370299813
2019-07-31 11:45:00,-5.158528234476083,-2.7227591693223814
2019-07-31 12:00:00,-5.417973496074829,-2.5939151584334605
2019-07-31 12:15:00,-6.934557724988957,-4.825471160349379
2019-07-31 12:30:00,-8.863127274306233,-5.725734664000903
2019-07-31 12:45:00,-7.276208041690681,-6.230565284895793
2019-07-31 13:00:00,-12.824813885543431,-5.029761117931263
2019-07-31 13:15:00,-11.732428448691977,-4.802915819197195
2019-07-31 13:30:00,-9.541061747404308,-3.9013882268567177
2019-07-31 13:45:00,-13.203204176285679,-2.9048871026997056
2019-07-31 14:00:00,-12.981803337537803,-3.5168028115795336
2019-07-31 14:15:00,-13.886876718427809,-3.038843828294002
2019-07-31 14:30:00,-16.878956397838937,-2.083559671747629
2019-07-31 14:45:00,-15.427593639359362,-1.5441548995860013
2019-07-31 15:00:00,-10.457941926914152,-1.6647714066249732
2019-07-31 15:15:00,-15.787514939686526,-1.4591077612169838
2019-07-31 15:30:00,-14.773817457370576,-1.171597241087124
2019-07-31 15:45:00,-13.149784728785104,-1.2518567182662186
2019-07-31 16:00:00,-12.669604218645087,-1.3664797584101696
2019-07-31 16:15:00,-10.498267916398863,-1.336161244273866
2019-07-31 16:30:00,-11.856139247054344,-0.5504094711640156
2019-07-31 16:45:00,-13.983052622800203,-1.7536577712047676
2019-07-31 17:00:00,-9.790616007442917,-1.954514951732358
2019-07-31 17:15:00,-8.596183878071223,-1.7779938249283314
2019-07-31 17:30:00,-8.18394854184693,-1.2208457818474552
2019-07-31 17:45:00,-6.079307282487886,-0.7059475689300302
2019-07-31 18:00:00,-7.559570617692969,-0.09891525658641251
2019-07-31 18:15:00,-6.086598478106242,-0.31422403196397963
2019-07-31 18:30:00,-5.399516905767142,0.19392892605335485
2019-07-31 18:45:00,-5.03284187453974,0.29079130118901725
2019-07-31 19:00:00,-3.8518216332197293,1.0155345901697244
2019-07-31 19:15:00,-2.6067598245678782,1.3333066590490976
2019-07-31 19:30:00,-1.3342831830253699,2.6556524984164045
2019-07-31 19:45:00,1.1829627679170407,4.883606948895581
2019-07-31 20:00:00,0.33951986468018114,2.654251913601123
2019-07-31 20:15:00,0.8573211858659036,2.941799306585344
2019-07-31 20:30:00,1.001655298564619,2.4976689797400553
2019-07-31 20:45:00,0.8081351020338107,0.8526760039441443
2019-07-31 21:00:00,1.247954789511271,1.7614722777950647
2019-07-31 21:15:00,1.837868710929982,3.615540501450579
2019-07-31 21:30:00,1.5671444460356203,3.685029458632759
2019-07-31 21:45:00,1.357496111234089,2.4301377020044836
2019-07-31 22:00:00,1.4677738809703524,2.628346513290851
2019-07-31 22:15:00,2.5903803355777297,4.915658288996696
2019-07-31 22:30:00,3.819515003149587,3.7372243106772305
2019-07-31 22:45:00,0.07170475729086505,-1.7819153482856083
2019-07-31 23:00:00,-1.087849696121102,-2.7839800082627817
2019-07-31 23:15:00,-0.32206462518677614,-2.569171668430549
2019-07-31 23:30:00,0.44826127537027083,0.885172772952832
2019-07-31 23:45:00,0.04555175830176797,0.0647409382332239
