"TOA5","77558","CR1000","77558","CR1000.Std.32.03","CPU:Radiation albedo stand CR1000.CR1","36301","Table207"
"TIMESTAMP","RECORD","GLOB_fix_Avg","SW_fix_Avg","LWout_fix_Avg","T_CG4in_Avg(1)","T_CH1_Avg","GLOB_fix_Max","SW_fix_Max","LWout_fix_Max","GLOB_fix_Min","SW_fix_Min","LWout_fix_Min","GLOB_fix_Std","SW_fix_Std","LWout_fix_Std","T_Logger"
"TS","RN","","","","","","","","","","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Max","Max","Max","Min","Min","Min","Std","Std","Std","Smp"
"2019-02-20 06:52:00",181402,0.007,-0.023,-0.183,"NAN","NAN",0.007,-0.023,-0.181,0.007,-0.023,-0.184,0,0,0.001,0
"2019-02-20 06:53:00",181403,0.007,-0.023,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.023,-0.187,0,0,0.001,0
"2019-02-20 06:54:00",181404,0.007,-0.023,-0.187,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.023,-0.191,0,0,0.001,0
"2019-02-20 06:55:00",181405,0.007,-0.023,-0.19,"NAN","NAN",0.007,-0.023,-0.187,0.007,-0.023,-0.191,0,0,0.001,0
"2019-02-20 06:56:00",181406,0.007,-0.023,-0.191,"NAN","NAN",0.007,-0.023,-0.191,0.007,-0.023,-0.194,0,0,0.001,0
"2019-02-20 06:57:00",181407,0.007,-0.023,-0.194,"NAN","NAN",0.007,-0.023,-0.194,0.007,-0.023,-0.197,0,0,0.001,0
"2019-02-20 06:58:00",181408,0.007,-0.023,-0.197,"NAN","NAN",0.007,-0.023,-0.194,0.007,-0.023,-0.197,0,0,0.001,0
"2019-02-20 06:59:00",181409,0.007,-0.023,-0.197,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.197,0,0,0,0
"2019-02-20 07:00:00",181410,0.007,-0.023,-0.197,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.197,0,0,0,0
"2019-02-20 07:01:00",181411,0.007,-0.023,-0.197,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.197,0,0,0,0
"2019-02-20 07:02:00",181412,0.007,-0.023,-0.2,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.201,0,0,0.001,0
"2019-02-20 07:03:00",181413,0.007,-0.023,-0.199,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.201,0,0,0.002,0
"2019-02-20 07:04:00",181414,0.007,-0.023,-0.198,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.201,0,0,0.001,0
"2019-02-20 07:05:00",181415,0.007,-0.023,-0.2,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.201,0,0,0.001,0
"2019-02-20 07:06:00",181416,0.007,-0.023,-0.197,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.201,0,0,0.001,0
"2019-02-20 07:07:00",181417,0.007,-0.023,-0.197,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.197,0,0,0,0
"2019-02-20 07:08:00",181418,0.007,-0.023,-0.196,"NAN","NAN",0.007,-0.023,-0.194,0.007,-0.023,-0.197,0,0,0.002,0
"2019-02-20 07:09:00",181419,0.007,-0.023,-0.194,"NAN","NAN",0.007,-0.023,-0.194,0.007,-0.023,-0.197,0,0,0.001,0
"2019-02-20 07:10:00",181420,0.007,-0.023,-0.192,"NAN","NAN",0.007,-0.023,-0.191,0.007,-0.023,-0.194,0,0,0.002,0
"2019-02-20 07:11:00",181421,0.007,-0.023,-0.191,"NAN","NAN",0.007,-0.023,-0.191,0.007,-0.023,-0.191,0,0,0,0
"2019-02-20 07:12:00",181422,0.007,-0.023,-0.189,"NAN","NAN",0.007,-0.023,-0.187,0.007,-0.023,-0.191,0,0,0.002,0
"2019-02-20 07:13:00",181423,0.007,-0.023,-0.182,"NAN","NAN",0.007,-0.023,-0.177,0.007,-0.023,-0.187,0,0,0.003,0
"2019-02-20 07:14:00",181424,0.007,-0.021,-0.171,"NAN","NAN",0.007,-0.017,-0.167,0.007,-0.023,-0.177,0,0.003,0.002,0
"2019-02-20 07:15:00",181425,0.007,-0.017,-0.162,"NAN","NAN",0.007,-0.017,-0.157,0.007,-0.017,-0.167,0,0,0.003,0
"2019-02-20 07:16:00",181426,0.007,-0.017,-0.156,"NAN","NAN",0.007,-0.017,-0.154,0.007,-0.017,-0.157,0,0,0.001,0
"2019-02-20 07:17:00",181427,0.007,-0.015,-0.155,"NAN","NAN",0.007,-0.013,-0.154,0.007,-0.017,-0.157,0,0.002,0.001,0
"2019-02-20 07:18:00",181428,0.007,-0.014,-0.156,"NAN","NAN",0.007,-0.013,-0.154,0.007,-0.017,-0.157,0,0.001,0.002,0
"2019-02-20 07:19:00",181429,0.007,-0.017,-0.152,"NAN","NAN",0.007,-0.017,-0.15,0.007,-0.017,-0.154,0,0,0.002,0
"2019-02-20 07:20:00",181430,0.007,-0.017,-0.147,"NAN","NAN",0.007,-0.017,-0.144,0.007,-0.017,-0.15,0,0,0.003,0
"2019-02-20 07:21:00",181431,0.007,-0.017,-0.142,"NAN","NAN",0.007,-0.017,-0.137,0.007,-0.017,-0.144,0,0,0.002,0
"2019-02-20 07:22:00",181432,0.007,-0.017,-0.136,"NAN","NAN",0.007,-0.017,-0.134,0.007,-0.017,-0.137,0,0,0.001,0
"2019-02-20 07:23:00",181433,0.007,-0.017,-0.132,"NAN","NAN",0.007,-0.017,-0.13,0.007,-0.017,-0.134,0,0,0.002,0
"2019-02-20 07:24:00",181434,0.007,-0.017,-0.127,"NAN","NAN",0.007,-0.017,-0.124,0.007,-0.017,-0.13,0,0,0.002,0
"2019-02-20 07:25:00",181435,0.007,-0.017,-0.12,"NAN","NAN",0.007,-0.017,-0.117,0.007,-0.017,-0.124,0,0,0.003,0
"2019-02-20 07:26:00",181436,0.007,-0.015,-0.116,"NAN","NAN",0.01,-0.013,-0.114,0.007,-0.017,-0.117,0.001,0.002,0.002,0
"2019-02-20 07:27:00",181437,0.008,-0.012,-0.114,"NAN","NAN",0.01,-0.01,-0.114,0.007,-0.013,-0.114,0.002,0.002,0,0
"2019-02-20 07:28:00",181438,0.01,-0.01,-0.114,"NAN","NAN",0.01,-0.01,-0.114,0.007,-0.013,-0.117,0.001,0.001,0.001,0
"2019-02-20 07:29:00",181439,0.01,-0.01,-0.114,"NAN","NAN",0.013,-0.01,-0.114,0.007,-0.013,-0.114,0.001,0.001,0,0
"2019-02-20 07:30:00",181440,0.011,-0.01,-0.112,"NAN","NAN",0.013,-0.01,-0.11,0.01,-0.01,-0.114,0.001,0,0.002,0
"2019-02-20 07:31:00",181441,0.012,-0.01,-0.109,"NAN","NAN",0.013,-0.01,-0.107,0.01,-0.01,-0.11,0.002,0,0.002,0
"2019-02-20 07:32:00",181442,0.013,-0.01,-0.104,"NAN","NAN",0.013,-0.01,-0.104,0.01,-0.01,-0.107,0.001,0,0.001,0
"2019-02-20 07:33:00",181443,0.013,-0.01,-0.104,"NAN","NAN",0.013,-0.01,-0.104,0.01,-0.01,-0.104,0.001,0,0,0
"2019-02-20 07:34:00",181444,0.013,-0.01,-0.104,"NAN","NAN",0.013,-0.01,-0.104,0.013,-0.01,-0.104,0,0,0,0
"2019-02-20 07:35:00",181445,0.013,-0.01,-0.102,"NAN","NAN",0.013,-0.01,-0.1,0.013,-0.01,-0.104,0,0,0.002,0
"2019-02-20 07:36:00",181446,0.013,-0.01,-0.098,"NAN","NAN",0.013,-0.01,-0.097,0.013,-0.01,-0.1,0,0,0.002,0
"2019-02-20 07:37:00",181447,0.013,-0.01,-0.096,"NAN","NAN",0.013,-0.01,-0.094,0.013,-0.01,-0.097,0,0,0.001,0
"2019-02-20 07:38:00",181448,0.013,-0.01,-0.092,"NAN","NAN",0.013,-0.01,-0.09,0.013,-0.01,-0.094,0,0,0.002,0
"2019-02-20 07:39:00",181449,0.013,-0.01,-0.09,"NAN","NAN",0.013,-0.01,-0.09,0.013,-0.01,-0.09,0,0,0,0
"2019-02-20 07:40:00",181450,0.013,-0.01,-0.089,"NAN","NAN",0.013,-0.01,-0.087,0.013,-0.01,-0.09,0,0,0.002,0
"2019-02-20 07:41:00",181451,0.013,-0.01,-0.086,"NAN","NAN",0.013,-0.01,-0.084,0.013,-0.01,-0.087,0,0,0.001,0
"2019-02-20 07:42:00",181452,0.013,-0.01,-0.084,"NAN","NAN",0.013,-0.01,-0.084,0.013,-0.01,-0.084,0,0,0,0
"2019-02-20 07:43:00",181453,0.013,-0.01,-0.084,"NAN","NAN",0.013,-0.01,-0.084,0.013,-0.01,-0.084,0,0,0,0
"2019-02-20 07:44:00",181454,0.013,-0.01,-0.084,"NAN","NAN",0.013,-0.01,-0.084,0.013,-0.01,-0.084,0,0,0,0
"2019-02-20 07:45:00",181455,0.013,-0.01,-0.085,"NAN","NAN",0.013,-0.01,-0.084,0.013,-0.01,-0.087,0,0,0.002,0
"2019-02-20 07:46:00",181456,0.013,-0.01,-0.087,"NAN","NAN",0.013,-0.01,-0.087,0.013,-0.01,-0.087,0,0,0,0
"2019-02-20 07:47:00",181457,0.013,-0.01,-0.087,"NAN","NAN",0.013,-0.01,-0.087,0.013,-0.01,-0.087,0,0,0,0
"2019-02-20 07:48:00",181458,0.013,-0.01,-0.084,"NAN","NAN",0.013,-0.007,-0.084,0.013,-0.01,-0.087,0,0.001,0.001,0
"2019-02-20 07:49:00",181459,0.013,-0.005,-0.083,"NAN","NAN",0.013,-0.003,-0.08,0.013,-0.01,-0.084,0,0.002,0.001,0
"2019-02-20 07:50:00",181460,0.013,-0.003,-0.085,"NAN","NAN",0.013,-0.003,-0.084,0.013,-0.003,-0.087,0,0,0.002,0
"2019-02-20 07:51:00",181461,0.013,-0.003,-0.089,"NAN","NAN",0.013,-0.003,-0.087,0.013,-0.003,-0.09,0,0,0.001,0
"2019-02-20 07:52:00",181462,0.013,-0.003,-0.094,"NAN","NAN",0.013,-0.003,-0.09,0.013,-0.003,-0.097,0,0,0.002,0
"2019-02-20 07:53:00",181463,0.013,-0.004,-0.099,"NAN","NAN",0.013,-0.003,-0.097,0.013,-0.007,-0.104,0,0.002,0.002,0
"2019-02-20 07:54:00",181464,0.013,-0.009,-0.106,"NAN","NAN",0.013,-0.007,-0.104,0.013,-0.01,-0.11,0,0.001,0.003,0
"2019-02-20 07:55:00",181465,0.013,-0.01,-0.113,"NAN","NAN",0.013,-0.01,-0.11,0.013,-0.01,-0.117,0,0,0.003,0
"2019-02-20 07:56:00",181466,0.013,-0.01,-0.119,"NAN","NAN",0.013,-0.01,-0.117,0.013,-0.01,-0.124,0,0,0.002,0
"2019-02-20 07:57:00",181467,0.013,-0.01,-0.124,"NAN","NAN",0.013,-0.01,-0.124,0.013,-0.01,-0.127,0,0,0.001,0
"2019-02-20 07:58:00",181468,0.013,-0.013,-0.128,"NAN","NAN",0.013,-0.01,-0.124,0.013,-0.013,-0.13,0,0.001,0.002,0
"2019-02-20 07:59:00",181469,0.011,-0.014,-0.134,"NAN","NAN",0.013,-0.013,-0.13,0.01,-0.017,-0.137,0.002,0.001,0.002,0
"2019-02-20 08:00:00",181470,0.01,-0.017,-0.138,"NAN","NAN",0.013,-0.013,-0.137,0.01,-0.017,-0.14,0.001,0.001,0.001,0
"2019-02-20 08:01:00",181471,0.01,-0.017,-0.141,"NAN","NAN",0.01,-0.017,-0.137,0.007,-0.017,-0.147,0.001,0,0.003,0
"2019-02-20 08:02:00",181472,0.009,-0.017,-0.151,"NAN","NAN",0.01,-0.017,-0.147,0.007,-0.017,-0.154,0.001,0,0.002,0
"2019-02-20 08:03:00",181473,0.007,-0.017,-0.158,"NAN","NAN",0.01,-0.017,-0.157,0.007,-0.017,-0.16,0.001,0,0.002,0
"2019-02-20 08:04:00",181474,0.007,-0.017,-0.165,"NAN","NAN",0.007,-0.017,-0.16,0.007,-0.017,-0.167,0,0,0.002,0
"2019-02-20 08:05:00",181475,0.007,-0.019,-0.17,"NAN","NAN",0.007,-0.017,-0.167,0.007,-0.023,-0.174,0,0.003,0.002,0
"2019-02-20 08:06:00",181476,0.007,-0.023,-0.177,"NAN","NAN",0.007,-0.023,-0.174,0.007,-0.023,-0.181,0,0,0.002,0
"2019-02-20 08:07:00",181477,0.007,-0.023,-0.184,"NAN","NAN",0.007,-0.023,-0.181,0.007,-0.023,-0.187,0,0,0.002,0
"2019-02-20 08:08:00",181478,0.007,-0.023,-0.189,"NAN","NAN",0.007,-0.023,-0.187,0.007,-0.023,-0.191,0,0,0.002,0
"2019-02-20 08:09:00",181479,0.007,-0.024,-0.191,"NAN","NAN",0.007,-0.023,-0.191,0.007,-0.027,-0.191,0,0.001,0,0
"2019-02-20 08:10:00",181480,0.007,-0.027,-0.191,"NAN","NAN",0.007,-0.023,-0.191,0.007,-0.027,-0.191,0,0.001,0,0
"2019-02-20 08:11:00",181481,0.007,-0.024,-0.19,"NAN","NAN",0.007,-0.023,-0.187,0.007,-0.027,-0.191,0,0.001,0.001,0
"2019-02-20 08:12:00",181482,0.007,-0.023,-0.19,"NAN","NAN",0.007,-0.023,-0.187,0.007,-0.023,-0.191,0,0,0.001,0
"2019-02-20 08:13:00",181483,0.007,-0.023,-0.191,"NAN","NAN",0.007,-0.023,-0.191,0.007,-0.023,-0.194,0,0,0.001,0
"2019-02-20 08:14:00",181484,0.007,-0.023,-0.194,"NAN","NAN",0.007,-0.023,-0.194,0.007,-0.023,-0.197,0,0,0.001,0
"2019-02-20 08:15:00",181485,0.007,-0.023,-0.197,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.197,0,0,0,0
"2019-02-20 08:16:00",181486,0.007,-0.023,-0.197,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.197,0,0,0,0
"2019-02-20 08:17:00",181487,0.007,-0.025,-0.199,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.027,-0.201,0,0.002,0.002,0
"2019-02-20 08:18:00",181488,0.007,-0.028,-0.203,"NAN","NAN",0.007,-0.027,-0.201,0.007,-0.03,-0.204,0,0.001,0.001,0
"2019-02-20 08:19:00",181489,0.007,-0.03,-0.204,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.204,0,0,0,0
"2019-02-20 08:20:00",181490,0.007,-0.03,-0.204,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.204,0,0,0,0
"2019-02-20 08:21:00",181491,0.007,-0.03,-0.204,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.204,0,0,0,0
"2019-02-20 08:22:00",181492,0.007,-0.03,-0.203,"NAN","NAN",0.007,-0.027,-0.201,0.007,-0.03,-0.204,0,0.001,0.001,0
"2019-02-20 08:23:00",181493,0.007,-0.027,-0.201,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.03,-0.204,0,0.002,0.002,0
"2019-02-20 08:24:00",181494,0.007,-0.024,-0.197,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.027,-0.201,0,0.001,0.001,0
"2019-02-20 08:25:00",181495,0.007,-0.023,-0.199,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.023,-0.201,0,0,0.002,0
"2019-02-20 08:26:00",181496,0.007,-0.023,-0.202,"NAN","NAN",0.007,-0.023,-0.201,0.007,-0.023,-0.204,0,0,0.002,0
"2019-02-20 08:27:00",181497,0.007,-0.023,-0.204,"NAN","NAN",0.007,-0.023,-0.204,0.007,-0.023,-0.204,0,0,0,0
"2019-02-20 08:28:00",181498,0.007,-0.026,-0.205,"NAN","NAN",0.007,-0.023,-0.204,0.007,-0.03,-0.207,0,0.002,0.002,0
"2019-02-20 08:29:00",181499,0.007,-0.03,-0.209,"NAN","NAN",0.007,-0.027,-0.207,0.007,-0.03,-0.211,0,0.001,0.002,0
"2019-02-20 08:30:00",181500,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.211,0,0,0,0
"2019-02-20 08:31:00",181501,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.211,0,0,0,0
"2019-02-20 08:32:00",181502,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.211,0,0,0,0
"2019-02-20 08:33:00",181503,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.211,0,0,0,0
"2019-02-20 08:34:00",181504,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.211,0,0,0,0
"2019-02-20 08:35:00",181505,0.007,-0.03,-0.212,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.214,0,0,0.002,0
"2019-02-20 08:36:00",181506,0.007,-0.03,-0.213,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.214,0,0,0.001,0
"2019-02-20 08:37:00",181507,0.007,-0.03,-0.214,"NAN","NAN",0.007,-0.03,-0.214,0.007,-0.03,-0.214,0,0,0,0
"2019-02-20 08:38:00",181508,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.214,0,0,0.001,0
"2019-02-20 08:39:00",181509,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.211,0,0,0,0
"2019-02-20 08:40:00",181510,0.007,-0.03,-0.207,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.211,0,0,0.002,0
"2019-02-20 08:41:00",181511,0.007,-0.03,-0.207,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.207,0,0,0.001,0
"2019-02-20 08:42:00",181512,0.007,-0.03,-0.21,"NAN","NAN",0.007,-0.03,-0.207,0.007,-0.03,-0.211,0,0,0.001,0
"2019-02-20 08:43:00",181513,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.211,0,0,0,0
"2019-02-20 08:44:00",181514,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.214,0,0,0.001,0
"2019-02-20 08:45:00",181515,0.007,-0.03,-0.212,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.214,0,0,0.002,0
"2019-02-20 08:46:00",181516,0.007,-0.03,-0.214,"NAN","NAN",0.007,-0.03,-0.214,0.007,-0.03,-0.214,0,0,0,0
"2019-02-20 08:47:00",181517,0.007,-0.03,-0.213,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.214,0,0,0.001,0
"2019-02-20 08:48:00",181518,0.007,-0.03,-0.212,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.214,0,0,0.002,0
"2019-02-20 08:49:00",181519,0.007,-0.03,-0.212,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.214,0,0,0.002,0
"2019-02-20 08:50:00",181520,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.211,0,0,0,0
"2019-02-20 08:51:00",181521,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.211,0,0,0,0
"2019-02-20 08:52:00",181522,0.007,-0.03,-0.211,"NAN","NAN",0.007,-0.03,-0.211,0.007,-0.03,-0.211,0,0,0,0
"2019-02-20 08:53:00",181523,0.007,-0.03,-0.209,"NAN","NAN",0.007,-0.03,-0.207,0.007,-0.03,-0.211,0,0,0.002,0
"2019-02-20 08:54:00",181524,0.007,-0.03,-0.207,"NAN","NAN",0.007,-0.03,-0.207,0.007,-0.03,-0.207,0,0,0,0
"2019-02-20 08:55:00",181525,0.007,-0.03,-0.207,"NAN","NAN",0.007,-0.03,-0.207,0.007,-0.03,-0.207,0,0,0,0
"2019-02-20 08:56:00",181526,0.007,-0.03,-0.205,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.207,0,0,0.002,0
"2019-02-20 08:57:00",181527,0.007,-0.03,-0.204,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.204,0,0,0,0
"2019-02-20 08:58:00",181528,0.007,-0.03,-0.204,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.204,0,0,0,0
"2019-02-20 08:59:00",181529,0.007,-0.03,-0.204,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.204,0,0,0,0
"2019-02-20 09:00:00",181530,0.007,-0.03,-0.204,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.204,0,0,0,0
"2019-02-20 09:01:00",181531,0.007,-0.03,-0.204,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.204,0,0,0,0
"2019-02-20 09:02:00",181532,0.007,-0.03,-0.204,"NAN","NAN",0.007,-0.03,-0.204,0.007,-0.03,-0.204,0,0,0,0
"2019-02-20 09:03:00",181533,0.007,-0.03,-0.203,"NAN","NAN",0.007,-0.03,-0.201,0.007,-0.03,-0.204,0,0,0.002,0
"2019-02-20 09:04:00",181534,0.007,-0.03,-0.201,"NAN","NAN",0.007,-0.03,-0.201,0.007,-0.03,-0.204,0,0,0.001,0
"2019-02-20 09:05:00",181535,0.007,-0.03,-0.201,"NAN","NAN",0.007,-0.03,-0.201,0.007,-0.03,-0.201,0,0,0,0
"2019-02-20 09:06:00",181536,0.007,-0.03,-0.198,"NAN","NAN",0.007,-0.03,-0.197,0.007,-0.03,-0.201,0,0,0.002,0
"2019-02-20 09:07:00",181537,0.007,-0.03,-0.201,"NAN","NAN",0.007,-0.03,-0.201,0.007,-0.03,-0.204,0,0,0.001,0
"2019-02-20 09:08:00",181538,0.007,-0.03,-0.198,"NAN","NAN",0.007,-0.027,-0.197,0.007,-0.03,-0.201,0,0.001,0.001,0
"2019-02-20 09:09:00",181539,0.007,-0.027,-0.197,"NAN","NAN",0.007,-0.027,-0.197,0.007,-0.03,-0.197,0,0.001,0,0
"2019-02-20 09:10:00",181540,0.007,-0.027,-0.197,"NAN","NAN",0.007,-0.027,-0.197,0.007,-0.027,-0.197,0,0,0,0
"2019-02-20 09:11:00",181541,0.007,-0.025,-0.197,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.027,-0.197,0,0.002,0,0
"2019-02-20 09:12:00",181542,0.007,-0.024,-0.197,"NAN","NAN",0.007,-0.023,-0.197,0.007,-0.027,-0.197,0,0.001,0,0
"2019-02-20 09:13:00",181543,0.007,-0.023,-0.195,"NAN","NAN",0.007,-0.023,-0.194,0.007,-0.023,-0.197,0,0,0.002,0
"2019-02-20 09:14:00",181544,0.007,-0.023,-0.192,"NAN","NAN",0.007,-0.023,-0.191,0.007,-0.023,-0.194,0,0,0.002,0
"2019-02-20 09:15:00",181545,0.007,-0.023,-0.191,"NAN","NAN",0.007,-0.023,-0.191,0.007,-0.023,-0.191,0,0,0,0
"2019-02-20 09:16:00",181546,0.007,-0.023,-0.191,"NAN","NAN",0.007,-0.023,-0.191,0.007,-0.023,-0.191,0,0,0,0
"2019-02-20 09:17:00",181547,0.007,-0.023,-0.189,"NAN","NAN",0.007,-0.023,-0.187,0.007,-0.023,-0.191,0,0,0.002,0
"2019-02-20 09:18:00",181548,0.007,-0.023,-0.187,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.023,-0.187,0,0,0.001,0
"2019-02-20 09:19:00",181549,0.007,-0.023,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.023,-0.187,0,0,0.001,0
"2019-02-20 09:20:00",181550,0.007,-0.023,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.023,-0.184,0,0,0,0
"2019-02-20 09:21:00",181551,0.007,-0.023,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.023,-0.184,0,0,0,0
"2019-02-20 09:22:00",181552,0.007,-0.023,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.023,-0.184,0,0,0,0
"2019-02-20 09:23:00",181553,0.007,-0.023,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.023,-0.184,0,0,0,0
"2019-02-20 09:24:00",181554,0.007,-0.023,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.023,-0.184,0,0,0,0
"2019-02-20 09:25:00",181555,0.007,-0.023,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.023,-0.184,0,0,0,0
"2019-02-20 09:26:00",181556,0.007,-0.024,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.027,-0.184,0,0.001,0,0
"2019-02-20 09:27:00",181557,0.007,-0.025,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.027,-0.184,0,0.002,0,0
"2019-02-20 09:28:00",181558,0.007,-0.026,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.027,-0.184,0,0.002,0,0
"2019-02-20 09:29:00",181559,0.007,-0.027,-0.184,"NAN","NAN",0.007,-0.027,-0.184,0.007,-0.027,-0.184,0,0,0,0
"2019-02-20 09:30:00",181560,0.007,-0.026,-0.184,"NAN","NAN",0.007,-0.023,-0.184,0.007,-0.027,-0.184,0,0.001,0,0
"2019-02-20 09:31:00",181561,0.007,-0.025,-0.183,"NAN","NAN",0.007,-0.023,-0.181,0.007,-0.027,-0.184,0,0.002,0.001,0
"2019-02-20 09:32:00",181562,0.007,-0.025,-0.183,"NAN","NAN",0.007,-0.023,-0.181,0.007,-0.027,-0.184,0,0.002,0.001,0
"2019-02-20 09:33:00",181563,0.007,-0.024,-0.182,"NAN","NAN",0.007,-0.023,-0.181,0.007,-0.027,-0.184,0,0.001,0.002,0
"2019-02-20 09:34:00",181564,0.007,-0.024,-0.182,"NAN","NAN",0.007,-0.023,-0.181,0.007,-0.027,-0.184,0,0.002,0.002,0
"2019-02-20 09:35:00",181565,0.007,-0.024,-0.181,"NAN","NAN",0.007,-0.023,-0.181,0.007,-0.027,-0.181,0,0.001,0,0
"2019-02-20 09:36:00",181566,0.007,-0.023,-0.178,"NAN","NAN",0.007,-0.023,-0.177,0.007,-0.023,-0.181,0,0,0.001,0
"2019-02-20 09:37:00",181567,0.007,-0.023,-0.174,"NAN","NAN",0.007,-0.023,-0.174,0.007,-0.023,-0.177,0,0,0.001,0
"2019-02-20 09:38:00",181568,0.007,-0.023,-0.172,"NAN","NAN",0.007,-0.023,-0.171,0.007,-0.023,-0.174,0,0,0.002,0
"2019-02-20 09:39:00",181569,0.007,-0.021,-0.173,"NAN","NAN",0.007,-0.02,-0.171,0.007,-0.023,-0.174,0,0.002,0.002,0
"2019-02-20 09:40:00",181570,0.007,-0.02,-0.175,"NAN","NAN",0.007,-0.02,-0.174,0.007,-0.023,-0.177,0,0.001,0.001,0
"2019-02-20 09:41:00",181571,0.007,-0.023,-0.177,"NAN","NAN",0.007,-0.023,-0.177,0.007,-0.023,-0.177,0,0,0,0
"2019-02-20 09:42:00",181572,0.007,-0.023,-0.177,"NAN","NAN",0.007,-0.023,-0.177,0.007,-0.023,-0.177,0,0,0,0
"2019-02-20 09:43:00",181573,0.007,-0.023,-0.178,"NAN","NAN",0.007,-0.023,-0.177,0.007,-0.023,-0.181,0,0,0.001,0
"2019-02-20 09:44:00",181574,0.007,-0.024,-0.177,"NAN","NAN",0.007,-0.023,-0.177,0.007,-0.027,-0.181,0,0.001,0.001,0
"2019-02-20 09:45:00",181575,0.007,-0.026,-0.177,"NAN","NAN",0.007,-0.023,-0.177,0.007,-0.027,-0.177,0,0.001,0,0
"2019-02-20 09:46:00",181576,0.007,-0.027,-0.177,"NAN","NAN",0.007,-0.027,-0.177,0.007,-0.027,-0.177,0,0,0,0
